Id,SalePrice
1461,142810.62511736352
1462,171689.70264166186
1463,198012.88526932837
1464,197462.56369681633
1465,170168.82216245192
1466,177654.79004294972
1467,179355.87593401957
1468,159612.69165211206
1469,185554.34940852784
1470,137818.02696796483
1471,197082.01812978764
1472,124948.11646727752
1473,130313.8936614492
1474,164129.27438998932
1475,102062.69953998877
1476,283068.46872832265
1477,236578.3270960421
1478,260408.55877028115
1479,249176.4450953364
1480,412726.3809478056
1481,289970.90159559913
1482,191223.24698402814
1483,176429.46990351856
1484,158086.0843596293
1485,151460.28424562293
1486,188712.04444500618
1487,299256.090921244
1488,242649.88990213315
1489,180967.88348233595
1490,211073.70097600424
1491,192286.21879597357
1492,106725.92989683303
1493,193272.71167574276
1494,279304.47136024956
1495,275300.1450301601
1496,213114.2209615874
1497,189884.11521970085
1498,150951.71360602777
1499,147453.43349871703
1500,158332.4390869157
1501,213204.38238108798
1502,136293.36836324888
1503,238554.6746254227
1504,219019.4726489546
1505,217089.35381887353
1506,224133.97992710758
1507,280477.1206507882
1508,223647.5054144218
1509,164936.50965545943
1510,166328.50124962628
1511,163082.08070757252
1512,203179.15916485735
1513,163089.8983749462
1514,193821.51252129732
1515,240219.91538123938
1516,168427.05434505944
1517,159235.48985893896
1518,191055.40011277527
1519,241172.4239288409
1520,142886.82800734055
1521,148841.16500915366
1522,193051.63093788165
1523,125694.58833517367
1524,115128.72877026582
1525,116923.91287720902
1526,116308.33668788022
1527,114669.6521811824
1528,139652.90116079152
1529,149433.84684553742
1530,201122.0097265807
1531,166289.1238438493
1532,79963.4779943435
1533,165191.3736077015
1534,117184.06629004457
1535,163838.80002553097
1536,120130.70981745282
1537,114005.69161407929
1538,135454.86512217647
1539,180128.9501263731
1540,153602.84889033937
1541,153707.3016603532
1542,167181.19484623428
1543,186831.27386517613
1544,76269.73942910635
1545,102322.64589525235
1546,125868.2434510875
1547,141655.869484892
1548,138881.49946008297
1549,129193.6474201259
1550,152761.70121007448
1551,118894.86956274102
1552,181127.0525236841
1553,124490.27363726706
1554,105241.93795582769
1555,188989.45397750824
1556,95750.8027013964
1557,122769.87586652918
1558,86587.94104033022
1559,124031.31842981512
1560,156714.39838304126
1561,188513.2956160648
1562,120978.31074934045
1563,117385.01858757727
1564,190697.2992076833
1565,158502.38571593177
1566,225512.68646256474
1567,86461.22642411827
1568,240679.01289397303
1569,167351.4985468199
1570,119774.33150396007
1571,133350.97833394702
1572,155439.71397048165
1573,224394.88389804715
1574,156674.34163946495
1575,207156.12478298007
1576,255075.5203428351
1577,180095.1223682646
1578,131070.28841563326
1579,153951.74065578508
1580,189668.81185865635
1581,139651.55781543732
1582,123831.0969739192
1583,302593.6479287025
1584,234349.8648241387
1585,141785.87964785052
1586,52880.79328476067
1587,92234.92839577002
1588,158735.8466688384
1589,120931.45140049711
1590,134902.1482155046
1591,86905.8440065427
1592,134027.25980043178
1593,100482.13638752024
1594,171228.18050112855
1595,123343.47082410299
1596,222394.38593636116
1597,227301.18521879043
1598,173636.2009693
1599,158856.02223877155
1600,162328.46401232842
1601,57651.42406848073
1602,123661.9032904784
1603,82579.6041116087
1604,234326.84960916836
1605,229563.57275401673
1606,177717.97418331052
1607,252601.6872305238
1608,198167.31996314775
1609,169863.00276453712
1610,151854.27527500363
1611,153444.85139534553
1612,196035.7142238213
1613,199724.62956701964
1614,124118.95425601688
1615,94300.26545078901
1616,86422.69347188459
1617,110367.95642915019
1618,117236.1402456481
1619,136205.61143720755
1620,252262.8999694119
1621,157802.64920419815
1622,157063.75906432548
1623,234471.45946612942
1624,223482.58295016864
1625,121377.67119616293
1626,206147.0500041236
1627,196718.3920237401
1628,260743.2640771499
1629,161371.15478693915
1630,316657.6844466188
1631,195530.18088521925
1632,220409.09446665936
1633,150526.33743332163
1634,184616.5982901042
1635,167034.3429633818
1636,155092.48402268824
1637,215907.0074399541
1638,216220.24223421107
1639,207446.90493501152
1640,265598.02074902004
1641,201225.3582096924
1642,213334.81667447055
1643,208862.38969663577
1644,210745.918531287
1645,214340.33368365502
1646,164075.9470724538
1647,160977.0810437
1648,146336.97718663164
1649,137146.62867753103
1650,136973.8305338053
1651,135681.0339482251
1652,118594.17013808619
1653,115094.73013439949
1654,164276.05665647762
1655,137492.89997403533
1656,158056.79329213244
1657,165303.90897498594
1658,161440.26117083407
1659,115524.15873805888
1660,161402.99448782403
1661,354704.7404064435
1662,308529.49900337437
1663,311853.9933537281
1664,383726.7022692651
1665,262802.94115291315
1666,283735.3904660222
1667,298042.6804460356
1668,276632.2600936437
1669,233622.33090053254
1670,280142.30825957225
1671,261588.61743674998
1672,365744.3359367434
1673,267304.808173003
1674,251375.1231279216
1675,203509.99030797172
1676,203450.22797402437
1677,203257.8661051197
1678,383310.39451094565
1679,319013.23705405544
1680,270937.2880774286
1681,217352.74819955288
1682,260817.3259611494
1683,191500.53596806724
1684,163082.50184815214
1685,163676.36051436805
1686,162050.3448979929
1687,146108.49227226072
1688,189076.45643018105
1689,184134.31833606528
1690,171209.85324821516
1691,159161.17472607375
1692,229321.98155717843
1693,146081.3538218022
1694,171782.05717269296
1695,144230.45206911862
1696,275796.11637733027
1697,144824.1497706339
1698,318937.0909632613
1699,297342.9564189528
1700,253156.9772655411
1701,263234.00816998316
1702,259989.0339344613
1703,240462.6171496819
1704,264120.38181014534
1705,208183.78176828357
1706,346528.04334644915
1707,194870.6443577652
1708,200340.6043705491
1709,242860.78304562147
1710,209021.5905811909
1711,232818.23071550566
1712,240126.25335973746
1713,247454.5714410696
1714,219600.59397401346
1715,195401.80355302314
1716,172851.28019877244
1717,164006.3038815891
1718,125803.46994530829
1719,196766.481317468
1720,241130.74710655876
1721,169758.22685755428
1722,123076.87389201776
1723,172089.11093414284
1724,215108.3586497215
1725,230768.61182481714
1726,184614.12674194365
1727,173873.01837808592
1728,172985.23864191666
1729,160877.2372914633
1730,167889.36542867857
1731,119358.57543005538
1732,137115.63092618482
1733,124458.00293631258
1734,127702.96576401137
1735,116131.39822208497
1736,104987.34352099535
1737,299490.16480955237
1738,222409.40885364928
1739,301992.08108921757
1740,230692.94774308766
1741,197310.99260581878
1742,189061.77993502922
1743,176767.96117617143
1744,262811.4374793103
1745,220135.29544403974
1746,220799.49083646282
1747,230105.61988196464
1748,249596.66941355902
1749,182136.6761598623
1750,159067.4656569159
1751,244864.87799087644
1752,110418.48953030375
1753,185439.53164134966
1754,225677.9895007481
1755,191771.70004489366
1756,117245.64978486754
1757,104043.2428130476
1758,183444.90953136794
1759,189725.68234494387
1760,185577.5301217651
1761,175767.66633399052
1762,203816.14182440122
1763,175132.27343198855
1764,109992.20803615509
1765,214280.7057630011
1766,189475.43468711176
1767,217950.94894750358
1768,148804.4115629556
1769,166656.21785549866
1770,128379.4652154945
1771,136073.25494705758
1772,161364.45863210165
1773,132246.83904960426
1774,234339.7295089435
1775,124545.97626997367
1776,120836.10081186204
1777,90778.5231687536
1778,124303.01726119046
1779,122848.70444051875
1780,155206.68689948937
